title,keywords,session_year,supervisor_name,category
Comparative Study of Knowledge Attitude and Practice Regarding Lassa Fever Prevention Among Residents of Ilesha Local Government,"Lassa fever, knowledge, attitude, practice, healthcare workers",2019,Dr. Okonkwo,Infectious Diseases
Retrospective Review of Review of Immunization Policy Compliance and Vaccination Coverage in Osun State Communities Among Residents of Ife South Local Government,"immunization policy, compliance, vaccination coverage, Osun, communities",2019,Prof. Adewale,Health Policy
Hospital-Based Assessment of Prevalence of Birth Asphyxia and Contributing Factors in Neonatal Units of Osun State Hospitals Among Residents of Osogbo Local Government,"birth asphyxia, prevalence, neonatal, contributing factors, Osun State",2022,Dr. Olayinka,Maternal & Child Health
Hospital-Based Assessment of Knowledge and Practice of Family Planning Methods Among Residents of Iwo Local Government,"family planning, knowledge, practice, married women, Ife Central",2022,Dr. Salawu,Maternal & Child Health
An Exploratory Analysis of Policy Implementation Fidelity of the Integrated Disease Surveillance Response System in Nigeria Among Residents of Ede Local Government,"IDSR, policy implementation, disease surveillance, fidelity, Nigeria",2020,Dr. Folarin,Health Policy
An Exploratory Analysis of Environmental Health Impact Assessment of a Proposed Industrial Estate in Osun State Nigeria Among Residents of Iwo Local Government,"environmental health impact, industrial estate, assessment, Osun State, Nigeria",2022,Dr. Adeyemi,Environmental Health
A Descriptive Analysis of Multilevel Modelling of Determinants of Child Mortality in Southwest Nigerian Communities Among Residents of Ilesha Local Government,"multilevel modelling, child mortality, determinants, Southwest Nigeria, biostatistics",2017,Prof. Onyeka,Biostatistics
Hospital-Based Assessment of Incidence and Distribution of Typhoid Fever Cases Reported in UNIOSUN Teaching Hospital Among Residents of Osogbo Local Government,"typhoid fever, incidence, hospital, distribution, surveillance",2021,Prof. Obiora,Epidemiology
Comparative Study of Antibiotic Resistance Patterns of Bacterial Isolates from Urinary Tract Infections in Osun Hospitals Among Residents of Boripe Local Government,"antibiotic resistance, bacterial isolates, urinary tract infection, Osun, hospitals",2019,Prof. Onyeka,Infectious Diseases
Longitudinal Investigation of Evaluation of Rapid Diagnostic Test Use for Malaria Case Management in Osun Primary Health Centers Among Residents of Ife East Local Government,"rapid diagnostic test, malaria, case management, primary health, Osun",2022,Prof. Adeoti,Infectious Diseases
Longitudinal Investigation of Assessment of Exclusive Breastfeeding Practices and Infant Nutritional Outcomes in Osun State Among Residents of Ilesa Local Government,"exclusive breastfeeding, infant nutrition, practices, Osun State, outcomes",2018,Prof. Eze,Maternal & Child Health
Comparative Study of Community-Level HIV Stigma and Its Effect on Treatment Adherence Among Residents of Ife North Local Government,"HIV stigma, treatment adherence, community, PLHIV, effect",2018,Prof. Eze,Infectious Diseases
Coverage and Equity of Childhood Vaccination Services in Hard-to-Reach Areas of Osun State,"childhood vaccination, coverage, equity, hard-to-reach, Osun State",2022,Dr. Chukwu,Maternal & Child Health
Hospital-Based Assessment of Application of Machine Learning Algorithms in Predicting Hypertension Onset in Nigerian Adults Among Residents of Boripe Local Government,"machine learning, hypertension prediction, Nigerian adults, algorithms, biostatistics",2021,Prof. Obiora,Biostatistics
Longitudinal Investigation of Lead Exposure Assessment and Neurological Effects Among Residents of Boripe Local Government,"lead exposure, neurological effects, children, battery recycling, assessment",2017,Dr. Okonkwo,Environmental Health
An Exploratory Analysis of Factors Influencing Insecticide-Treated Net Use Among Residents of Ife North Local Government,"insecticide-treated net, household, malaria prevention, rural, Osun",2022,Prof. Eze,Infectious Diseases
Retrospective Review of Household Air Quality Monitoring and Respiratory Outcomes in Low-Income Areas of Osogbo Nigeria Among Residents of Osogbo Local Government,"household air quality, respiratory outcomes, low-income, monitoring, Osogbo",2020,Dr. Nnamdi,Environmental Health
Retrospective Review of Epidemiological Study of Eye Diseases and Visual Impairment Among Residents of Osogbo Local Government,"eye diseases, visual impairment, adults, rural, Osun",2018,Prof. Afolabi,Epidemiology
A Descriptive Analysis of Assessment of Kangaroo Mother Care Practice and Neonatal Outcomes in Osun State Hospitals Among Residents of Boripe Local Government,"kangaroo mother care, neonatal outcomes, practice, Osun State, hospitals",2016,Dr. Okonkwo,Maternal & Child Health
Epidemiology of Road Traffic Injuries and Fatalities in Urban Communities of Southwest Nigeria,"road traffic injuries, fatalities, urban, epidemiology, Southwest",2015,Dr. Oluwaseun,Epidemiology
Community-Based Study on Assessment of Kangaroo Mother Care Practice and Neonatal Outcomes in Osun State Hospitals Among Residents of Ilesa Local Government,"kangaroo mother care, neonatal outcomes, practice, Osun State, hospitals",2016,Prof. Afolabi,Maternal & Child Health
An Exploratory Analysis of Assessment of Household Water Quality and Waterborne Disease Risk in Peri-Urban Osogbo Nigeria Among Residents of Ilesa Local Government,"water quality, household, waterborne disease, peri-urban, Osogbo",2021,Dr. Okonkwo,Environmental Health
A Cross-Sectional Study of Political Determinants of Health Budget Allocation in Osun State Government Annual Estimates Among Residents of Iwo Local Government,"health budget, political determinants, allocation, Osun State, government",2022,Dr. Nnamdi,Health Policy
A Cross-Sectional Study of Assessment of Exclusive Breastfeeding Practices and Infant Nutritional Outcomes in Osun State Among Residents of Iwo Local Government,"exclusive breastfeeding, infant nutrition, practices, Osun State, outcomes",2018,Dr. Adeyemi,Maternal & Child Health
Comparative Study of Epidemiological Assessment of Childhood Pneumonia Cases in UNIOSUN Teaching Hospital Outpatients Among Residents of Ife North Local Government,"pneumonia, childhood, epidemiology, teaching hospital, outpatients",2017,Prof. Obiora,Epidemiology
Community-Based Study on Antiretroviral Therapy Adherence and Viral Load Suppression Among Residents of Iwo Local Government,"antiretroviral therapy, adherence, viral load, HIV patients, Osun State",2015,Prof. Okafor,Infectious Diseases
Longitudinal Investigation of Spatial Analysis of Malaria Incidence Using Geographic Information Systems in Osun State Among Residents of Boripe Local Government,"spatial analysis, GIS, malaria incidence, Osun State, geographic",2018,Prof. Okafor,Biostatistics
A Descriptive Analysis of Lead Exposure Assessment and Neurological Effects Among Residents of Ilesha Local Government,"lead exposure, neurological effects, children, battery recycling, assessment",2015,Prof. Adewale,Environmental Health
Hospital-Based Assessment of Assessment of Health Sector Decentralization Policy Outcomes in Southwest Nigerian Local Governments Among Residents of Ife North Local Government,"decentralization, health sector, local government, policy outcomes, Nigeria",2016,Prof. Onyeka,Health Policy
Assessment of Kangaroo Mother Care Practice and Neonatal Outcomes in Osun State Hospitals,"kangaroo mother care, neonatal outcomes, practice, Osun State, hospitals",2016,Dr. Agboola,Maternal & Child Health
Retrospective Review of Impact of Open Defecation on Child Diarrhoeal Diseases in Rural Communities of Osun State Among Residents of Iwo Local Government,"open defecation, diarrhoea, children, rural, sanitation",2016,Dr. Nwachukwu,Environmental Health
A Cross-Sectional Study of Cluster Analysis Identification of High-Risk Communities for Malaria in Osun State Using Health Data Among Residents of Ilesa Local Government,"cluster analysis, high-risk communities, malaria, health data, Osun State",2021,Prof. Okafor,Biostatistics
Community-Based Study on Prevalence of Postpartum Depression and Associated Risk Factors Among Residents of Ede Local Government,"postpartum depression, prevalence, risk factors, mothers, Osogbo",2018,Prof. Obiora,Maternal & Child Health
Political Determinants of Health Budget Allocation in Osun State Government Annual Estimates,"health budget, political determinants, allocation, Osun State, government",2019,Dr. Nwachukwu,Health Policy
Community-Based Study on Under-Five Malnutrition Prevalence and Its Relationship with Household Food Security in Nigeria Among Residents of Ede Local Government,"malnutrition, under-five, food security, household, Nigeria",2022,Dr. Abiodun,Maternal & Child Health
Retrospective Review of Socioeconomic Factors and Teenage Pregnancy Prevalence Among Residents of Ife East Local Government,"teenage pregnancy, socioeconomic, secondary school, prevalence, Osun State",2020,Prof. Adewale,Maternal & Child Health
A Cross-Sectional Study of Antiretroviral Therapy Adherence and Viral Load Suppression Among Residents of Osogbo Local Government,"antiretroviral therapy, adherence, viral load, HIV patients, Osun State",2022,Prof. Emeka,Infectious Diseases
Comparative Study of Principal Component Analysis of Socioeconomic Determinants of Health Outcomes in Southwest Nigeria Among Residents of Ife North Local Government,"principal component analysis, socioeconomic determinants, health outcomes, Nigeria",2020,Prof. Emeka,Biostatistics
Comparative Study of Statistical Modelling of Maternal Mortality Predictors at UNIOSUN Teaching Hospital Nigeria Among Residents of Boripe Local Government,"statistical modelling, maternal mortality, predictors, UNIOSUN, Nigeria",2018,Dr. Akindele,Biostatistics
A Descriptive Analysis of Mercury Exposure and Health Risk Assessment Among Residents of Ilesa Local Government,"mercury exposure, gold mining, health risk, artisanal, Osun State",2022,Dr. Olayinka,Environmental Health
A Descriptive Analysis of Cluster Analysis Identification of High-Risk Communities for Malaria in Osun State Using Health Data Among Residents of Iwo Local Government,"cluster analysis, high-risk communities, malaria, health data, Osun State",2022,Prof. Adesanya,Biostatistics
Comparative Study of Assessment of Childhood Immunization Against Vaccine-Preventable Diseases in UNIOSUN Catchment Areas Among Residents of Ife East Local Government,"childhood immunization, vaccine-preventable diseases, UNIOSUN, catchment area",2016,Dr. Salawu,Infectious Diseases
Longitudinal Investigation of Stakeholder Perceptions of Universal Health Coverage Implementation in Osun State Nigeria Among Residents of Ede Local Government,"universal health coverage, stakeholders, perceptions, implementation, Nigeria",2018,Prof. Adewale,Health Policy
Community-Based Study on Factors Influencing Insecticide-Treated Net Use Among Residents of Boripe Local Government,"insecticide-treated net, household, malaria prevention, rural, Osun",2015,Prof. Eze,Infectious Diseases
Retrospective Review of Epidemiology of Mental Health Disorders Among Residents of Ede Local Government,"mental health, epidemiology, adults, general hospital, disorders",2017,Dr. Babatunde,Epidemiology
